year_film,year_ceremony,ceremony,category,canon_category,name,film,winner
1944,1945,17,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Werner R. Heymann/Kurt Weill,Knickerbocker Holiday,False
1944,1945,17,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Robert Emmett Dolan,Lady in the Dark,False
1944,1945,17,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Edward Kay,"Lady, Let's Dance",False
1944,1945,17,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Georgie Stoll,Meet Me in St. Louis,False
1944,1945,17,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),H. J. Salter,The Merry Monahans,False
1944,1945,17,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Ferde Grofe/Leo Erdody,Minstrel Man,False
1944,1945,17,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Mahlon Merrick,Sensations of 1945,False
1944,1945,17,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Charles Previn,Song of the Open Road,False
1944,1945,17,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Ray Heindorf/Louis Forbes,Up in Arms,False
1944,1945,17,MUSIC (Song),MUSIC (Original Song),Jimmy McHugh/Harold Adamson,Higher and Higher,False
1944,1945,17,MUSIC (Song),MUSIC (Original Song),Jule Styne/Sammy Cahn,Follow the Boys,False
1944,1945,17,MUSIC (Song),MUSIC (Original Song),James V. Monaco/Mack Gordon,Sweet and Low-Down,False
1944,1945,17,MUSIC (Song),MUSIC (Original Song),Jerome Kern/Ira Gershwin,Cover Girl,False
1944,1945,17,MUSIC (Song),MUSIC (Original Song),Harold Arlen/Ted Koehler,Up in Arms,False
1944,1945,17,MUSIC (Song),MUSIC (Original Song),Harry Revel/Paul Webster,Minstrel Man,False
1944,1945,17,MUSIC (Song),MUSIC (Original Song),Ary Barroso/Ned Washington,Brazil,False
1944,1945,17,MUSIC (Song),MUSIC (Original Song),Lew Pollack/Charles Newman,"Lady, Let's Dance",False
1944,1945,17,MUSIC (Song),MUSIC (Original Song),M. K. Jerome/Ted Koehler,Hollywood Canteen,False
1944,1945,17,MUSIC (Song),MUSIC (Original Song),James Van Heusen/Johnny Burke,Going My Way,True
1944,1945,17,MUSIC (Song),MUSIC (Original Song),Walter Kent/Kim Gannon,Song of the Open Road,False
1944,1945,17,MUSIC (Song),MUSIC (Original Song),Ralph Blane/Hugh Martin,Meet Me in St. Louis,False
1944,1945,17,BEST MOTION PICTURE,BEST PICTURE,Paramount,Double Indemnity,False
1944,1945,17,BEST MOTION PICTURE,BEST PICTURE,Metro-Goldwyn-Mayer,Gaslight,False
1944,1945,17,BEST MOTION PICTURE,BEST PICTURE,Paramount,Going My Way,True
1944,1945,17,BEST MOTION PICTURE,BEST PICTURE,Selznick International Pictures,Since You Went Away,False
1944,1945,17,BEST MOTION PICTURE,BEST PICTURE,20th Century-Fox,Wilson,False
1944,1945,17,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),George Pal,And to Think I Saw It on Mulberry Street,False
1944,1945,17,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Screen Gems,"Dog, Cat and Canary",False
1944,1945,17,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walter Lantz,Fish Fry,False
1944,1945,17,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,How to Play Football,False
1944,1945,17,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Frederick C. Quimby,Mouse Trouble,True
1944,1945,17,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Paul Terry,My Boy Johnny,False
1944,1945,17,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Warner Bros.,Swooner Crooner,False
1944,1945,17,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Edmund Reek,Blue Grass Gentlemen,False
1944,1945,17,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Gordon Hollingshead,Jammin' the Blues,False
1944,1945,17,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Pete Smith,Movie Pests,False
1944,1945,17,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Ralph Staub,Screen Snapshots' 50th Anniversary of Motion Pictures,False
1944,1945,17,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Jerry Fairbanks,Who's Who in Animal Land,True
1944,1945,17,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Louis Harris,Bombalera,False
1944,1945,17,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Gordon Hollingshead,I Won't Play,True
1944,1945,17,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Jerry Bresler/Herbert Moulton,Main Street Today,False
1944,1945,17,SOUND RECORDING,SOUND RECORDING,Republic/Daniel J. Bloomberg,Brazil,False
1944,1945,17,SOUND RECORDING,SOUND RECORDING,Samuel Goldwyn/Thomas T. Moulton,Casanova Brown,False
1944,1945,17,SOUND RECORDING,SOUND RECORDING,Columbia/John Livadary,Cover Girl,False
1944,1945,17,SOUND RECORDING,SOUND RECORDING,Paramount/Loren L. Ryder,Double Indemnity,False
1944,1945,17,SOUND RECORDING,SOUND RECORDING,Universal/Bernard B. Brown,His Butler's Sister,False
1944,1945,17,SOUND RECORDING,SOUND RECORDING,Warner Bros./Nathan Levinson,Hollywood Canteen,False
1944,1945,17,SOUND RECORDING,SOUND RECORDING,Sound Service Inc./Jack Whitney,It Happened Tomorrow,False
1944,1945,17,SOUND RECORDING,SOUND RECORDING,Metro-Goldwyn-Mayer/Douglas Shearer,Kismet,False
1944,1945,17,SOUND RECORDING,SOUND RECORDING,RKO Radio/Stephen Dunn,Music in Manhattan,False
1944,1945,17,SOUND RECORDING,SOUND RECORDING,RCA Sound/W. M. Dalgleish,Voice in the Wind,False
1944,1945,17,SOUND RECORDING,SOUND RECORDING,20th Century-Fox/E. H. Hansen,Wilson,True
1944,1945,17,SPECIAL EFFECTS,VISUAL EFFECTS,Paul Detlefsen/John Crouse/Nathan Levinson,The Adventures of Mark Twain,False
1944,1945,17,SPECIAL EFFECTS,VISUAL EFFECTS,Vernon L. Walker/James G. Stewart/Roy Granville,Days of Glory,False
1944,1945,17,SPECIAL EFFECTS,VISUAL EFFECTS,David Allen/Ray Cory/Robert Wright/Russell Malmgren/Harry Kusnick,Secret Command,False
1944,1945,17,SPECIAL EFFECTS,VISUAL EFFECTS,John R. Cosgrove/Arthur Johns,Since You Went Away,False
1944,1945,17,SPECIAL EFFECTS,VISUAL EFFECTS,Gordon Jennings/Farciot Edouart/George Dutton,The Story of Dr. Wassell,False
1944,1945,17,SPECIAL EFFECTS,VISUAL EFFECTS,A. Arnold Gillespie/Donald Jahraus/Warren Newcombe/Douglas Shearer,Thirty Seconds over Tokyo,True
1944,1945,17,SPECIAL EFFECTS,VISUAL EFFECTS,Fred Sersen/Roger Heman,Wilson,False
1944,1945,17,WRITING (Original Motion Picture Story),WRITING (Original Story),Leo McCarey,Going My Way,True
1944,1945,17,WRITING (Original Motion Picture Story),WRITING (Original Story),Chandler Sprague/David Boehm,A Guy Named Joe,False
1944,1945,17,WRITING (Original Motion Picture Story),WRITING (Original Story),John Steinbeck,Lifeboat,False
1944,1945,17,WRITING (Original Motion Picture Story),WRITING (Original Story),Alfred Neumann/Joseph Than,None Shall Escape,False
1944,1945,17,WRITING (Original Motion Picture Story),WRITING (Original Story),Edward Doherty/Jules Schermer,The Sullivans,False
1944,1945,17,WRITING (Original Screenplay),WRITING (Original Screenplay),Preston Sturges,Hail the Conquering Hero,False
1944,1945,17,WRITING (Original Screenplay),WRITING (Original Screenplay),Preston Sturges,The Miracle of Morgan's Creek,False
1944,1945,17,WRITING (Original Screenplay),WRITING (Original Screenplay),Richard Connell/Gladys Lehman,Two Girls and a Sailor,False
1944,1945,17,WRITING (Original Screenplay),WRITING (Original Screenplay),Lamar Trotti,Wilson,True
1944,1945,17,WRITING (Original Screenplay),WRITING (Original Screenplay),Jerome Cady,Wing and a Prayer,False
1944,1945,17,WRITING (Screenplay),WRITING (Adapted Screenplay),Billy Wilder/Raymond Chandler,Double Indemnity,False
1944,1945,17,WRITING (Screenplay),WRITING (Adapted Screenplay),John Van Druten/Walter Reisch/John L. Balderston,Gaslight,False
1944,1945,17,WRITING (Screenplay),WRITING (Adapted Screenplay),Frank Butler/Frank Cavett,Going My Way,True
1944,1945,17,WRITING (Screenplay),WRITING (Adapted Screenplay),Jay Dratler/Samuel Hoffenstein/Betty Reinhardt,Laura,False
1944,1945,17,WRITING (Screenplay),WRITING (Adapted Screenplay),Irving Brecher/Fred F. Finklehoffe,Meet Me in St. Louis,False
1944,1945,17,SPECIAL AWARD,SPECIAL AWARD,Margaret O'Brien,,True
1944,1945,17,SPECIAL AWARD,SPECIAL AWARD,Bob Hope,,True
1944,1945,17,IRVING G. THALBERG MEMORIAL AWARD,IRVING G. THALBERG MEMORIAL AWARD,Darryl F. Zanuck,,True
1945,1946,18,ACTOR,ACTOR IN A LEADING ROLE,Bing Crosby,The Bells of St. Mary's,False
1945,1946,18,ACTOR,ACTOR IN A LEADING ROLE,Gene Kelly,Anchors Aweigh,False
1945,1946,18,ACTOR,ACTOR IN A LEADING ROLE,Ray Milland,The Lost Weekend,True
1945,1946,18,ACTOR,ACTOR IN A LEADING ROLE,Gregory Peck,The Keys of the Kingdom,False
1945,1946,18,ACTOR,ACTOR IN A LEADING ROLE,Cornel Wilde,A Song to Remember,False
1945,1946,18,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Michael Chekhov,Spellbound,False
1945,1946,18,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,John Dall,The Corn Is Green,False
1945,1946,18,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,James Dunn,A Tree Grows in Brooklyn,True
1945,1946,18,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Robert Mitchum,G. I. Joe,False
1945,1946,18,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,J. Carrol Naish,A Medal for Benny,False
1945,1946,18,ACTRESS,ACTRESS IN A LEADING ROLE,Ingrid Bergman,The Bells of St. Mary's,False
1945,1946,18,ACTRESS,ACTRESS IN A LEADING ROLE,Joan Crawford,Mildred Pierce,True
1945,1946,18,ACTRESS,ACTRESS IN A LEADING ROLE,Greer Garson,The Valley of Decision,False
1945,1946,18,ACTRESS,ACTRESS IN A LEADING ROLE,Jennifer Jones,Love Letters,False
1945,1946,18,ACTRESS,ACTRESS IN A LEADING ROLE,Gene Tierney,Leave Her to Heaven,False
1945,1946,18,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Eve Arden,Mildred Pierce,False
1945,1946,18,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Ann Blyth,Mildred Pierce,False
1945,1946,18,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Angela Lansbury,The Picture of Dorian Gray,False
1945,1946,18,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Joan Lorring,The Corn Is Green,False
1945,1946,18,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Anne Revere,National Velvet,True
1945,1946,18,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Wiard Ihnen/A. Roland Fields,Blood on the Sun,True
1945,1946,18,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Albert S. D'Agostino/Jack Okey/Darrell Silvera/Claude Carpenter,Experiment Perilous,False
1945,1946,18,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),James Basevi/William Darling/Thomas Little/Frank E. Hughes,The Keys of the Kingdom,False
1945,1946,18,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Hans Dreier/Roland Anderson/Sam Comer/Ray Moyer,Love Letters,False
1945,1946,18,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Cedric Gibbons/Hans Peters/Edwin B. Willis/Hugh Hunt/John Bonar,The Picture of Dorian Gray,False
1945,1946,18,ART DIRECTION (Color),ART DIRECTION (Color),Hans Dreier/Ernst Fegte/Sam Comer,Frenchman's Creek,True
1945,1946,18,ART DIRECTION (Color),ART DIRECTION (Color),Lyle Wheeler/Maurice Ransford/Thomas Little,Leave Her to Heaven,False
1945,1946,18,ART DIRECTION (Color),ART DIRECTION (Color),Cedric Gibbons/Urie McCleary/Edwin B. Willis/Mildred Griffiths,National Velvet,False
1945,1946,18,ART DIRECTION (Color),ART DIRECTION (Color),Ted Smith/Jack McConaghy,San Antonio,False
1945,1946,18,ART DIRECTION (Color),ART DIRECTION (Color),Stephen Goosson/Rudolph Sternad/Frank Tuttle,A Thousand and One Nights,False
1945,1946,18,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Arthur Miller,The Keys of the Kingdom,False
1945,1946,18,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),John F. Seitz,The Lost Weekend,False
1945,1946,18,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Ernest Haller,Mildred Pierce,False
1945,1946,18,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Harry Stradling,The Picture of Dorian Gray,True
1945,1946,18,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),George Barnes,Spellbound,False
1945,1946,18,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Robert Planck/Charles Boyle,Anchors Aweigh,False
1945,1946,18,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Leon Shamroy,Leave Her to Heaven,True
1945,1946,18,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Leonard Smith,National Velvet,False
1945,1946,18,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Tony Gaudio/Allen M. Davey,A Song to Remember,False
1945,1946,18,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),George Barnes,The Spanish Main,False
1945,1946,18,DIRECTING,DIRECTING,Leo McCarey,The Bells of St. Mary's,False
1945,1946,18,DIRECTING,DIRECTING,Billy Wilder,The Lost Weekend,True
1945,1946,18,DIRECTING,DIRECTING,Clarence Brown,National Velvet,False
1945,1946,18,DIRECTING,DIRECTING,Jean Renoir,The Southerner,False
1945,1946,18,DIRECTING,DIRECTING,Alfred Hitchcock,Spellbound,False
1945,1946,18,DOCUMENTARY (Feature),DOCUMENTARY (Feature),United States Army Air Force,The Last Bomb,False
1945,1946,18,DOCUMENTARY (Feature),DOCUMENTARY (Feature),The Governments of Great Britain/the United States of America,The True Glory,True
1945,1946,18,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Gordon Hollingshead,Hitler Lives?,True
1945,1946,18,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),United States Office of War Information Overseas Motion Picture Bureau,Library of Congress,False
1945,1946,18,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),United States Marine Corps,To the Shores of Iwo Jima,False
1945,1946,18,FILM EDITING,FILM EDITING,Harry Marker,The Bells of St. Mary's,False
1945,1946,18,FILM EDITING,FILM EDITING,Doane Harrison,The Lost Weekend,False
1945,1946,18,FILM EDITING,FILM EDITING,Robert J. Kern,National Velvet,True
1945,1946,18,FILM EDITING,FILM EDITING,George Amy,"Objective, Burma!",False
1945,1946,18,FILM EDITING,FILM EDITING,Charles Nelson,A Song to Remember,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Robert Emmett Dolan,The Bells of St. Mary's,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Lou Forbes,Brewster's Millions,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Werner Janssen,Captain Kidd,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Roy Webb,The Enchanted Cottage,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Morton Scott/Dale Butts,Flame of Barbary Coast,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Edward J. Kay,G. I. Honeymoon,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Louis Applebaum/Ann Ronell,G. I. Joe,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Werner Janssen,Guest in the House,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Daniele Amfitheatrof,Guest Wife,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Alfred Newman,The Keys of the Kingdom,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Miklos Rozsa,The Lost Weekend,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Victor Young,Love Letters,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Karl Hajos,The Man Who Walked Alone,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Franz Waxman,"Objective, Burma!",False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Alexander Tansman,Paris--Underground,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Miklos Rozsa/Morris Stoloff,A Song to Remember,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Werner Janssen,The Southerner,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Miklos Rozsa,Spellbound,True
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),H. J. Salter,This Love of Ours,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Herbert Stothart,The Valley of Decision,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Arthur Lange/Hugo Friedhofer,The Woman in the Window,False
1945,1946,18,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Georgie Stoll,Anchors Aweigh,True
1945,1946,18,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Arthur Lange,Belle of the Yukon,False
1945,1946,18,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Jerome Kern/H. J. Salter,Can't Help Singing,False
1945,1946,18,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Morton Scott,Hitchhike to Happiness,False
1945,1946,18,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Robert Emmett Dolan,Incendiary Blonde,False
1945,1946,18,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Ray Heindorf/Max Steiner,Rhapsody in Blue,False
1945,1946,18,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Alfred Newman/Charles Henderson,State Fair,False
1945,1946,18,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Edward J. Kay,Sunbonnet Sue,False
1945,1946,18,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Charles Wolcott/Edward Plumb/Paul J. Smith,The Three Caballeros,False
1945,1946,18,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Marlin Skiles/Morris Stoloff,Tonight and Every Night,False
1945,1946,18,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Walter Greene,Why Girls Leave Home,False
1945,1946,18,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Ray Heindorf/Lou Forbes,Wonder Man,False
1945,1946,18,MUSIC (Song),MUSIC (Original Song),Harold Arlen/Johnny Mercer,Here Come the Waves,False
1945,1946,18,MUSIC (Song),MUSIC (Original Song),Jule Styne/Sammy Cahn,Tonight and Every Night,False
1945,1946,18,MUSIC (Song),MUSIC (Original Song),James Van Heusen/Johnny Burke,The Bells of St. Mary's,False
1945,1946,18,MUSIC (Song),MUSIC (Original Song),Jay Livingston/Ray Evans,Why Girls Leave Home,False
1945,1946,18,MUSIC (Song),MUSIC (Original Song),Walter Kent/Kim Gannon,Earl Carroll Vanities,False
1945,1946,18,MUSIC (Song),MUSIC (Original Song),Jule Styne/Sammy Cahn,Anchors Aweigh,False
1945,1946,18,MUSIC (Song),MUSIC (Original Song),Allie Wrubel/Herb Magidson,Sing Your Way Home,False
1945,1946,18,MUSIC (Song),MUSIC (Original Song),Richard Rodgers/Oscar Hammerstein II,State Fair,True
1945,1946,18,MUSIC (Song),MUSIC (Original Song),Ann Ronell,G. I. Joe,False
1945,1946,18,MUSIC (Song),MUSIC (Original Song),Victor Young/Eddie Heyman,Love Letters,False
1945,1946,18,MUSIC (Song),MUSIC (Original Song),Jerome Kern/E. Y. Harburg,Can't Help Singing,False
1945,1946,18,MUSIC (Song),MUSIC (Original Song),James Van Heusen/Johnny Burke,Belle of the Yukon,False
1945,1946,18,MUSIC (Song),MUSIC (Original Song),David Rose/Leo Robin,Wonder Man,False
1945,1946,18,MUSIC (Song),MUSIC (Original Song),Ray Heindorf/M. K. Jerome/Ted Koehler,San Antonio,False
1945,1946,18,BEST MOTION PICTURE,BEST PICTURE,Metro-Goldwyn-Mayer,Anchors Aweigh,False
1945,1946,18,BEST MOTION PICTURE,BEST PICTURE,Rainbow Productions,The Bells of St. Mary's,False
1945,1946,18,BEST MOTION PICTURE,BEST PICTURE,Paramount,The Lost Weekend,True
1945,1946,18,BEST MOTION PICTURE,BEST PICTURE,Warner Bros.,Mildred Pierce,False
1945,1946,18,BEST MOTION PICTURE,BEST PICTURE,Selznick International Pictures,Spellbound,False
1945,1946,18,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,Donald's Crime,False
1945,1946,18,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),George Pal,Jasper and the Beanstalk,False
1945,1946,18,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Eddie Selzer,Life with Feathers,False
1945,1946,18,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Paul Terry,Mighty Mouse in Gypsy Life,False
1945,1946,18,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walter Lantz,The Poet and Peasant,False
1945,1946,18,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Frederick Quimby,Quiet Please!,True
1945,1946,18,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Screen Gems,Rippling Romance,False
1945,1946,18,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Edmund Reek,Along the Rainbow Trail,False
1945,1946,18,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Ralph Staub,Screen Snapshots' 25th Anniversary,False
1945,1946,18,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Herbert Moulton/Jerry Bresler,Stairway to Light,True
1945,1946,18,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Gordon Hollingshead,Story of a Dog,False
1945,1946,18,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Grantland Rice,White Rhapsody,False
1945,1946,18,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Joseph O'Brien/Thomas Mead,Your National Gallery,False
1945,1946,18,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Chester Franklin/Jerry Bresler,A Gun in His Hand,False
1945,1946,18,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Jules White,The Jury Goes Round 'N' Round,False
1945,1946,18,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),George Templeton,The Little Witch,False
1945,1946,18,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Gordon Hollingshead,Star in the Night,True
1945,1946,18,SOUND RECORDING,SOUND RECORDING,RKO Radio/Stephen Dunn,The Bells of St. Mary's,True
1945,1946,18,SOUND RECORDING,SOUND RECORDING,Republic/Daniel J. Bloomberg,Flame of Barbary Coast,False
1945,1946,18,SOUND RECORDING,SOUND RECORDING,Universal/Bernard B. Brown,Lady on a Train,False
1945,1946,18,SOUND RECORDING,SOUND RECORDING,20th Century-Fox/Thomas T. Moulton,Leave Her to Heaven,False
1945,1946,18,SOUND RECORDING,SOUND RECORDING,Warner Bros./Nathan Levinson,Rhapsody in Blue,False
1945,1946,18,SOUND RECORDING,SOUND RECORDING,Columbia/John P. Livadary,A Song to Remember,False
1945,1946,18,SOUND RECORDING,SOUND RECORDING,General Service/Jack Whitney,The Southerner,False
1945,1946,18,SOUND RECORDING,SOUND RECORDING,Metro-Goldwyn-Mayer/Douglas Shearer,They Were Expendable,False
1945,1946,18,SOUND RECORDING,SOUND RECORDING,Walt Disney Studios/C. O. Slyfield,The Three Caballeros,False
1945,1946,18,SOUND RECORDING,SOUND RECORDING,RCA Sound/W. V. Wolfe,Three Is a Family,False
1945,1946,18,SOUND RECORDING,SOUND RECORDING,Paramount/Loren L. Ryder,The Unseen,False
1945,1946,18,SOUND RECORDING,SOUND RECORDING,Samuel Goldwyn/Gordon Sawyer,Wonder Man,False
1945,1946,18,SPECIAL EFFECTS,VISUAL EFFECTS,Fred Sersen/Sol Halprin/Roger Heman/Harry Leonard,Captain Eddie,False
1945,1946,18,SPECIAL EFFECTS,VISUAL EFFECTS,Jack Cosgrove,Spellbound,False
1945,1946,18,SPECIAL EFFECTS,VISUAL EFFECTS,A. Arnold Gillespie/Donald Jahraus/Robert A. MacDonald/Michael Steinore,They Were Expendable,False
1945,1946,18,SPECIAL EFFECTS,VISUAL EFFECTS,Lawrence W. Butler/Ray Bomba,A Thousand and One Nights,False
1945,1946,18,SPECIAL EFFECTS,VISUAL EFFECTS,John Fulton/Arthur W. Johns,Wonder Man,True
1945,1946,18,WRITING (Original Motion Picture Story),WRITING (Original Story),Thomas Monroe/Laszlo Gorog,The Affairs of Susan,False
1945,1946,18,WRITING (Original Motion Picture Story),WRITING (Original Story),Charles G. Booth,The House on 92nd Street,True
1945,1946,18,WRITING (Original Motion Picture Story),WRITING (Original Story),John Steinbeck/Jack Wagner,A Medal for Benny,False
1945,1946,18,WRITING (Original Motion Picture Story),WRITING (Original Story),Alvah Bessie,"Objective, Burma!",False
1945,1946,18,WRITING (Original Motion Picture Story),WRITING (Original Story),Ernst Marischka,A Song to Remember,False
1945,1946,18,WRITING (Original Screenplay),WRITING (Original Screenplay),Philip Yordan,Dillinger,False
1945,1946,18,WRITING (Original Screenplay),WRITING (Original Screenplay),Richard Schweizer,Marie-Louise,True
1945,1946,18,WRITING (Original Screenplay),WRITING (Original Screenplay),Myles Connolly,Music for Millions,False
1945,1946,18,WRITING (Original Screenplay),WRITING (Original Screenplay),Milton Holmes,Salty O'Rourke,False
1945,1946,18,WRITING (Original Screenplay),WRITING (Original Screenplay),Harry Kurnitz,"What Next, Corporal Hargrove?",False
1945,1946,18,WRITING (Screenplay),WRITING (Adapted Screenplay),Leopold Atlas/Guy Endore/Philip Stevenson,G. I. Joe,False
1945,1946,18,WRITING (Screenplay),WRITING (Adapted Screenplay),Charles Brackett/Billy Wilder,The Lost Weekend,True
